epoch,step,train_loss_epoch,train_loss_step,val_loss
959,959,,,11.436944007873535
959,959,1.945949673652649,,
960,960,,,11.438554763793945
960,960,1.9459495544433594,,
961,961,,,11.440164566040039
961,961,1.9459495544433594,,
962,962,,,11.441773414611816
962,962,1.9459495544433594,,
963,963,,,11.443379402160645
963,963,1.9459493160247803,,
964,964,,,11.444985389709473
964,964,1.9459493160247803,,
965,965,,,11.446590423583984
965,965,1.9459493160247803,,
966,966,,,11.448193550109863
966,966,1.9459493160247803,,
967,967,,,11.44979476928711
967,967,1.9459491968154907,,
968,968,,,11.451395034790039
968,968,1.9459489583969116,,
969,969,,,11.452993392944336
969,969,1.9459489583969116,,
970,970,,,11.454590797424316
970,970,1.9459489583969116,,
971,971,,,11.456186294555664
971,971,1.945948839187622,,
972,972,,,11.457781791687012
972,972,1.945948839187622,,
973,973,,,11.45937442779541
973,973,1.9459487199783325,,
974,974,,,11.460967063903809
974,974,1.9459487199783325,,
975,975,,,11.46255874633789
975,975,1.945948600769043,,
976,976,,,11.464147567749023
976,976,1.9459484815597534,,
977,977,,,11.465736389160156
977,977,1.945948600769043,,
978,978,,,11.467321395874023
978,978,1.945948600769043,,
979,979,,,11.46890640258789
979,979,1.9459484815597534,,
980,980,,,11.470491409301758
980,980,1.9459483623504639,,
981,981,,,11.47207260131836
981,981,1.9459483623504639,,
982,982,,,11.473653793334961
982,982,1.9459482431411743,,
983,983,,,11.47523307800293
983,983,1.9459482431411743,,
984,984,,,11.476812362670898
984,984,1.9459480047225952,,
985,985,,,11.478389739990234
985,985,1.9459477663040161,,
986,986,,,11.479966163635254
986,986,1.9459480047225952,,
987,987,,,11.481539726257324
987,987,1.9459477663040161,,
988,988,,,11.483114242553711
988,988,1.9459478855133057,,
989,989,,,11.484685897827148
989,989,1.9459476470947266,,
990,990,,,11.486255645751953
990,990,1.9459476470947266,,
991,991,,,11.487825393676758
991,991,1.9459476470947266,,
992,992,,,11.489394187927246
992,992,1.9459474086761475,,
993,993,,,11.490960121154785
993,993,1.9459474086761475,,
994,994,,,11.492525100708008
994,994,1.9459476470947266,,
995,995,,,11.494089126586914
995,995,1.945947527885437,,
996,996,,,11.495651245117188
996,996,1.9459474086761475,,
997,997,,,11.497214317321777
997,997,1.9459474086761475,,
998,998,,,11.498774528503418
998,998,1.9459474086761475,,
999,999,,1.945947289466858,
999,999,,,11.500333786010742
999,999,1.945947289466858,,
